objectid,site_name,address,phone_number,category,zip_code,temporary_closure,category_type,site_key,status,website,x,y,hours_mon_start1,hours_mon_end1,hours_mon_start2,hours_mon_end2,hours_mon_exceptions,hours_tues_start1,hours_tues_end1,hours_tues_start2,hours_tues_end2,hours_tues_exceptions,hours_wed_start1,hours_wed_end1,hours_wed_start2,hours_wed_end2,hours_wed_exceptions,hours_thurs_start1,hours_thurs_end1,hours_thurs_start2,hours_thurs_end2,hours_thurs_exceptions,hours_fri_start1,hours_fri_end1,hours_fri_start2,hours_fri_end2,hours_fri_exceptions,hours_sat_start1,hours_sat_end1,hours_sat_start2,hours_sat_end2,hours_sat_exceptions,hours_sun_start1,hours_sun_end1,hours_sun_start2,hours_sun_end2,hours_sun_exceptions,email,seasonally_closed
1424,Christ Apostolic Church of America WOSEM,6438 Vine St,,PHILABUNDANCE,19139,,Food Site,,Active,https://www.philabundance.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8:00:00,13:00:00,,,,,
1425,Church of Christian Compassion,6012 Cedar Ave,215-472-9040 ext. 2,PHILABUNDANCE,19143,,Food Site,,Active,https://www.philabundance.org/,,,12:00:00,15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426,Eddie's House - The Cornerstone,2321 N Broad St,,PHILABUNDANCE,19132,,Food Site,,Active,https://www.philabundance.org/,,,,,,,,,,,,,,,,,,10:00:00,11:00:00,,,,,,,,,,,,,,,,,,,,
1427,Einstein Medical Center,Corner of W Tabor Rd. and N Park Ave.,,PHILABUNDANCE,19141,,Food Site,,Active,https://www.philabundance.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,Enon Tabernacle,230 W Coulter St,,PHILABUNDANCE,19144,,Food Site,,Active,https://www.philabundance.org/,,,10:00:00,12:00:00,,,,10:00:00,12:00:00,,,,10:00:00,12:00:00,,,,10:00:00,12:00:00,,,,,,,,,,,,,,,,,,,,
1429,Episcopal Community Services,6006 W Girard Ave,215-528-5400,PHILABUNDANCE,19151,,Food Site,,Active,https://www.philabundance.org/,,,10:00:00,14:00:00,,,,10:00:00,14:00:00,,,,10:00:00,14:00:00,,,,10:00:00,14:00:00,,,,10:00:00,14:00:00,,,,,,,,,,,,,,,
1430,Faith Assembly of God,1926-1940 Margaret St,,PHILABUNDANCE,19124,,Food Site,,Active,https://www.philabundance.org/,,,,,,,,10:00:00,12:00:00,,,,10:00:00,12:00:00,,,,10:00:00,12:00:00,,,,10:00:00,12:00:00,,,,,,,,,,,,,,,
1431,Faith Temple Pentecostal Church,5618 Kingsessing Ave,,PHILABUNDANCE,19143,,Food Site,,Active,https://www.philabundance.org/,,,,,,,,10:00:00,12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1432,First Church Worship Center,2509 N 30th St,,PHILABUNDANCE,19132,,Food Site,,Active,https://www.philabundance.org/,,,,,,,,10:00:00,13:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1433,Freedom Development Corporation,6100 W Columbia Ave,,PHILABUNDANCE,19151,,Food Site,,Active,https://www.philabundance.org/,,,,,,,,11:00:00,13:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,Giving of Self Partnership,6101 Limekiln Pike,,PHILABUNDANCE,19141,,Food Site,,Active,https://www.philabundance.org/,,,10:00:00,12:00:00,,,,,,,,,10:00:00,12:00:00,,,,,,,,,10:00:00,12:00:00,,,,,,,,,,,,,,,
1435,Grace Community Christian Center,29 W Johnson St,215-848-2700,PHILABUNDANCE,19144,,Food Site,,Active,https://www.philabundance.org/,,,,,,,,10:00:00,13:00:00,,,,10:00:00,13:00:00,,,,10:00:00,13:00:00,,,,10:00:00,13:00:00,,,,,,,,,,,,,,,
1436,Grace Lutheran Church,3529 Haverford Ave,215-222-3570,PHILABUNDANCE,19104,,Food Site,,Active,https://www.philabundance.org/,,,,,,,,,,,,,13:00:00,17:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
1437,Greater Philadelphia Asian Social Service Center,4943 N 5th St,215-456-1662 ext. 132,PHILABUNDANCE,19120,,Food Site,,Active,https://www.philabundance.org/,,,9:00:00,13:30:00,,,Open on second and fourth Mondays of the month,9:00:00,13:30:00,,,Open on second and fourth Tuesdays of the month,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438,Haitian Evangelical Baptist Church,814 E Chelten Ave,,PHILABUNDANCE,19138,,Food Site,,Active,https://www.philabundance.org/,,,,,,,,11:00:00,13:00:00,,,,,,,,,11:00:00,13:00:00,,,,11:00:00,13:00:00,,,,,,,,,,,,,,,
1439,Helping Hands for the Hungry,525 S. Cobbs Creek Parkway,215-747-3250,PHILABUNDANCE,19143,,Food Site,,Active,https://www.philabundance.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:30,13:00,,,Open on the last Saturday of the month,,,,,,,
1440,Holsey Temple CME Church,5305-5315 Germantown Ave,,PHILABUNDANCE,19144,,Food Site,,Active,https://www.philabundance.org/,,,,,,,,11:00:00,13:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1441,Holy Temple Community Center,363 N 60th St,,PHILABUNDANCE,19139,,Food Site,,Active,https://www.philabundance.org/,,,,,,,,,,,,,,,,,,10:30:00,13:45:00,,,Open on the third Thursday of the month,,,,,,,,,,,,,,,,,
1442,Holy Temple Lord and Savior,5116 Market St,,PHILABUNDANCE,19139,,Food Site,,Active,https://www.philabundance.org/,,,,,,,,,,,,,,,,,,10:00:00,12:00:00,,,Open every other Thursday of the month,,,,,,,,,,,,,,,,,
1443,Iglesia de Dios Pentecostal,516 W. Butler Street,,PHILABUNDANCE,19140,,Food Site,,Active,https://www.philabundance.org/,,,,,,,,10:00:00,13:00:00,,,,,,,,,,,,,,10:00:00,13:00:00,,,,,,,,,,,,,,,
1445,Lifeway Baptist Church,9554 Bustleton Ave,,PHILABUNDANCE,19115,,Food Site,,Active,https://www.philabundance.org/,,,,,,,,7:30:00,12:00:00,,,,7:30:00,12:00:00,,,,7:30:00,12:00:00,,,,7:30:00,12:00:00,,,,,,,,,,,,,,,
1446,Lutheran Settlement House Senior Center,1340 Frankford Ave,215-426-8610 ext. 1204,PHILABUNDANCE,19125,,Food Site,,Active,https://www.philabundance.org/,,,,,,,,9:00:00,15:00:00,,,,9:00:00,15:00:00,,,,9:00:00,15:00:00,,,,9:00:00,15:00:00,,,,,,,,,,,,,,,
1448,Masjidullah Center for Human Excellence,7401 Limekiln Pike,215-621-7800,PHILABUNDANCE,19138,,Food Site,,Active,https://www.philabundance.org/,,,10:00:00,12:00:00,,,,10:00:00,12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1450,Mount Tabor CEED Corporation,961-971 N 7th St,,PHILABUNDANCE,19123,,Food Site,,Active,https://www.philabundance.org/,,,12:00:00,13:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451,Mount Zion United Holy Church,4110 Haverford Ave,,PHILABUNDANCE,19104,,Food Site,,Active,https://www.philabundance.org/,,,,,,,,,,,,,11:00:00,13:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
1452,New Jerusalem Laura,2011 W Norris St,,PHILABUNDANCE,19121,,Food Site,,Active,https://www.philabundance.org/,,,,,,,,,,,,,,,,,,,,,,,13:00:00,15:00:00,,,,,,,,,,,,,,,
1453,North Light Community Center,175 Green Ln,,PHILABUNDANCE,19127,,Food Site,,Active,https://www.philabundance.org/,,,10:30:00,11:30:00,,,,,,,,,,,,,,,,,,,10:30:00,11:30:00,,,,,,,,,,,,,,,
1454,One Day at a Time Haven II,2532 N Broad St,,PHILABUNDANCE,19132,,Food Site,,Active,https://www.philabundance.org/,,,,,,,,11:00:00,15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1455,Page Academy CDC,1524 W Champlost Ave,,PHILABUNDANCE,19141,,Food Site,,Active,https://www.philabundance.org/,,,,,,,,11:00:00,13:00:00,,,,,,,,,11:00:00,13:00:00,,,,,,,,,,,,,,,,,,,,
1456,Penn Asian Senior Services,6926 Old York Rd,,PHILABUNDANCE,19126,,Food Site,,Active,https://www.philabundance.org/,,,9:00:00,17:00:00,,,,9:00:00,17:00:00,,,,9:00:00,17:00:00,,,,9:00:00,17:00:00,,,,9:00:00,17:00:00,,,,,,,,,,,,,,,
1457,Pente Church of God,3027 N 5th St,,PHILABUNDANCE,19133,,Food Site,,Active,https://www.philabundance.org/,,,11:00:00,14:00:00,,,,19:00:00,20:00:00,,,,,,,,,19:00:00,20:00:00,,,,19:00:00,20:00:00,,,,,,,,,,,,,,,
1458,Philadelphia Episcopal Cathedral,19 S 38th St,,PHILABUNDANCE,19104,,Food Site,,Active,https://www.philabundance.org/,,,9:30:00,11:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459,Police Athletic League Center - Ford,609 Snyder Ave,,PHILABUNDANCE,19148,,Food Site,,Active,https://www.philabundance.org/,,,,,,,,,,,,,,,,,,13:30:00,14:30:00,,,Open on the fourth Thursday of the month,,,,,,,,,,,,,,,,,
1460,Provision of Grace World Mission Church,1950 W Rockland St,,PHILABUNDANCE,19141,,Food Site,,Active,https://www.philabundance.org/,,,,,,,,13:30:00,15:30:00,,,,,,,,,13:30:00,15:30:00,,,,,,,,,,,,,,,,,,,,
1461,Refuge Evangelical Baptist Church,1100 Oak Ln,215-224-2024,PHILABUNDANCE,19126,,Food Site,,Active,https://www.philabundance.org/,,,,,,,,12:00:00,14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1462,Remnant Church of God,7708-7712 Ogontz Ave,,PHILABUNDANCE,19150,,Food Site,,Active,https://www.philabundance.org/,,,15:00:00,17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1465,Saint Luke's Episcopal Church,5421 Germantown Ave,215-844-8544,PHILABUNDANCE,19144,,Food Site,,Active,https://www.philabundance.org/,,,,,,,,9:00:00,10:30:00,,,,,,,,,,,,,,9:00:00,10:30:00,,,,,,,,,,,,,,,
1466,Saint Michael's Lutheran Church,2139 E Cumberland St,,PHILABUNDANCE,19125,,Food Site,,Active,https://www.philabundance.org/,,,,,,,,,,,,,,,,,,11:00:00,12:00:00,,,,,,,,,,,,,,,,,,,,
1467,Saint Paul's Baptist Church,1000 Wallace St,,PHILABUNDANCE,19123,,Food Site,,Active,https://www.philabundance.org/,,,,,,,,,,,,,11:00:00,14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
1468,Salvation Army West Philadelphia Corps,5501 Market St,215-474-1010,PHILABUNDANCE,19139,,Food Site,,Active,https://www.philabundance.org/,,,,,,,,,,,,,10:00:00,14:30:00,,,,10:00:00,14:30:00,,,,,,,,,,,,,,13:00:00,14:00:00,,,,,
1469,Star of Hope Baptist Church,7212 Keystone St,,PHILABUNDANCE,19135,,Food Site,,Active,https://www.philabundance.org/,,,,,,,,11:00:00,13:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1470,The Sunday Love Project,3200 Kensington Ave,,PHILABUNDANCE,19134,,Food Site,,Active,https://www.philabundance.org/,,,9:00:00,12:00:00,,,,9:00:00,12:00:00,,,,9:00:00,12:00:00,,,,9:00:00,12:00:00,,,,9:00:00,12:00:00,,,,,,,,,,,,,,,
1471,Truth Baptist Church,4666-4668 N 15th St,,PHILABUNDANCE,19140,,Food Site,,Active,https://www.philabundance.org/,,,,,,,,10:00:00,12:00:00,,,,,,,,,,,,,,,,,,,,,,,,8:00:00,17:00:00,,,,,
1472,Two Ladies of Christ,4125 Ludlow St,,PHILABUNDANCE,19104,,Food Site,,Active,https://www.philabundance.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8:00:00,17:00:00,,,,,
1473,Ujima Friends Peace Center,1701 W Lehigh Ave,267-761-4944,PHILABUNDANCE,19132,,Food Site,,Active,https://www.philabundance.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:00,12:00,,,Open on the second and last Saturdays of the month,,,,,,,
1474,Waters Memorial Community Center,1016-1018 South St,,PHILABUNDANCE,19147,,Food Site,,Active,https://www.philabundance.org/,,,,,,,,16:00:00,18:00:00,,,Open on the second Tuesday of the month,16:00:00,18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
1475,Wharton Wesley Helping Hands,5341 Catharine St,,PHILABUNDANCE,19143,,Food Site,,Active,https://www.philabundance.org/,,,,,,,,,,,,,9:00:00,12:00:00,,,Open on the fourth Wednesday of the month,,,,,,,,,,,,,,,,,,,,,,
1476,Together We Can Change at Love Park,16th St. and JFK Blvd.,215-284-5780,Office of Homeless Services,19102,,General Meal Site,,Active,https://www.phila.gov/departments/office-of-homeless-services/,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:00,13:00,,,,,,,,,,
1477,Together We Can Change at Aviator Park,1900-1958 Benjamin Franklin Pkwy,215-284-5780,Office of Homeless Services,19103,,General Meal Site,,Active,https://www.phila.gov/departments/office-of-homeless-services/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:30:00,11:30:00,,,,,
1478,Locke School,4550 Haverford Ave,(215) 400-7670,PHILABUNDANCE,19139,,Food Site,,Active,https://www.philabundance.org/,,,13:00:00,15:00:00,,,,,,,,,13:00:00,15:00:00,,,,,,,,,13:00:00,15:00:00,,,,,,,,,,,,,,,
1479,The Everywhere Project (Love Park),N 15th St. and John F. Kennedy Blvd,267-770-3919,Office of Homeless Services,19102,,General Meal Site,,Active,https://www.phila.gov/departments/office-of-homeless-services/,,,,,,,,,,,,,19:00:00,21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
1480,The Everywhere Project (E. Clearfield St.),1810 E. Clearfield St.,267-770-3919,Office of Homeless Services,19134,,General Meal Site,,Active,https://www.phila.gov/departments/office-of-homeless-services/,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:00,16:00,,,,,,,,,,
1483,Fresh Fire Apostolic International Ministries,2901 Cedar St.,267-880-9733,SHARE FOOD PROGRAM,19134,,Food Site,,Active,https://www.sharefoodprogram.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:00,12:00,,,,,,,,,,
1484,OCCCDA (Castor Ave),6500 Castor Ave,215-586-9551,SHARE FOOD PROGRAM,19149,,Food Site,,Active,https://www.sharefoodprogram.org/,,,,,,,,,,,,,,,,,,10:00:00,14:00:00,,,Open on fourth Thursday of the month,,,,,,,,,,,,,,,,,
1485,Geiger Memorial Brethren Church,2543 W. Lehigh Ave.,215-229-2967,SHARE FOOD PROGRAM,,,Food Site,,Active,https://www.sharefoodprogram.org/,,,,,,,,,,,,,,,,,,10:00:00,12:00:00,,,Open on the Thursday after the second Tuesday of the month,,,,,,,,,,,,,,,,,
1487,Denise's Pantry @ The Print Foundation,5843-55 Catharine St.,215-828-7091,SHARE FOOD PROGRAM,19143,,Food Site,,Active,https://www.sharefoodprogram.org/,,,,,,,,,,,,,,,,,,,,,,,15:00:00,17:00:00,,,,,,,,,,,,,,,
1488,Helping Hands Nonprofit Organization,4667 Paul St.,484-579-0490,SHARE FOOD PROGRAM,19124,,Food Site,,Active,https://www.sharefoodprogram.org/,,,11:00:00,14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1489,True Vine Worship Center,521-23 W. Lehigh Ave.,445-248-6152,SHARE FOOD PROGRAM,19133,,Food Site,,Active,https://www.sharefoodprogram.org/,,,,,,,,8:00:00,10:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490,Small Things Philly Market - Fairhill,3510 A St.,215-559-9212,Small Things Philly,19134,,Food Site,,Active,https://www.smallthingsphilly.org/,,,,,,,,,,,,,11:00:00,15:00:00,,,,,,,,,9:00:00,12:00:00,,,,10:00,13:00,,,,,,,,,,
1491,African Family Health Organization,5400 Grays Ave,215-546-1232,SHARE FOOD PROGRAM,19143,,Food Site,,Active,https://www.sharefoodprogram.org/,,,,,,,,,,,,,,,,,,,,,,,9:30:00,11:30:00,,,Open on the first and third Fridays of the month,,,,,,,,,,,,
1492,Mighty Writers West,3520 Fairmount Ave.,215-387-1066,PHILABUNDANCE/SHARE FOOD PROGRAM,19104,,Food Site,,Active,https://www.sharefoodprogram.org/,,,12:00:00,13:30:00,,,,12:00:00,13:30:00,,,,12:00:00,13:30:00,,,,12:00:00,13:30:00,,,,12:00:00,13:30:00,,,,,,,,,,,,,,,
1493,First Haitian Church of God of Prophecy,199 E. Tabor Ave.,267-971-8886,SHARE FOOD PROGRAM,19120,,Food Site,,Active,https://www.sharefoodprogram.org/,,,,,,,,,,,,,,,,,,,,,,,10:30:00,12:30:00,,,Open on first and third Fridays of the month,,,,,,,,,,,,
1518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1706,Epiphany Fellowship Church Community Fridge,1632 W Diamond St,,Community Refrigerators,19121,,Food Site,,Active,https://www.sharefoodprogram.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1707,Friends Pantry & Community Fridge,320 Arch Street,(267) 334-0433,Community Refrigerators,19106,,Food Site,,Active,https://www.historicasmh.org/friendspantry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,Mt. Airy Community Fridge,6900 Stenton Ave,,Community Refrigerators,19150,,Food Site,,Active,https://mtairyeats.wordpress.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709,St James School Community Fridge,3217 West Clearfield St,,Community Refrigerators,19132,,Food Site,,Active,https://www.friendsfridgephilly.com/volunteer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,The People's Fridge,125 South 52nd St,,Community Refrigerators,19143,,Food Site,,Active,https://www.thepeoplesfridge.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1716,Ian-Yae's In Touch,2524 N. 27th St.,267-254-9531,Office of Homeless Services,19132,,General Meal Site,,Active,https://www.phila.gov/departments/office-of-homeless-services/,,,,,,,,18:30:00,19:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,Brothers of Strawberry Mansion Clifford St.,3223 W Clifford St,267-568-1163,SHARE FOOD PROGRAM,19121,,Food Site,,Active,https://www.sharefoodprogram.org/,,,9:30:00,11:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,"Food Pantry For Hope, Memorial Presbyterian Church of Fox Chase",7902 Oxford Ave.,215-745-2844,General Food Site,19111,,Food Site,,Active,https://sites.google.com/site/foxchasechurch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:00,12:00,,,Open on second and fourth Saturdays of the month,,,,,,,
1719,Narberth Presbyterian Church,200 N 19th St.,215-776-3598,Office of Homeless Services,19103,,General Meal Site,,Active,https://www.phila.gov/departments/office-of-homeless-services/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:00:00,13:00:00,,,,,
1720,Small Things Philly Market - House of Hope,1300 W. Hunting Park Ave,215-559-9212,Small Things Philly,19140,,Food Site,,Active,https://www.smallthingsphilly.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00,12:00,,,,,,,,,,
1721,Operation Save Our City,2774 Kensington Ave,267-804-7166,Office of Homeless Services,19134,,General Meal Site,,Active,https://www.phila.gov/departments/office-of-homeless-services/,,,9:00:00,10:00:00,,,,9:00:00,10:00:00,,,,9:00:00,10:00:00,,,,9:00:00,10:00:00,,,,9:00:00,10:00:00,,,,,,,,,,,,,,,
1722,Center-Philadelphia/Arch Street United Methodist,55 N. Broad Street,215-568-6250,Office of Homeless Services,19107,,General Meal Site,,Active,https://www.phila.gov/departments/office-of-homeless-services/,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:00,10:00,,,,,,,,,,
1723,KCVC - Keeping It Real Christian Fellowship,17th & Benjamin Franklin Parkway,215-232-3900,Office of Homeless Services,19103,,General Meal Site,,Active,https://www.phila.gov/departments/office-of-homeless-services/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:30:00,14:30:00,,,,,
1724,La Salle College High School,Benjamin Franklin Parkway and Vine St. (Logan Square next to Pennypacker Memorial),(215) 233-2911,Office of Homeless Services,19103,,General Meal Site,,Active,https://www.phila.gov/departments/office-of-homeless-services/,,,,,,,,16:45:00,17:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,"Feeding 5,000 a NJ Non-Profit Corp",Logan Square (200 N 19th St.),,Office of Homeless Services,19103,,General Meal Site,,Active,https://www.phila.gov/departments/office-of-homeless-services/,,,,,,,,,,,,,9:00:00,10:00:00,,,,,,,,,,,,,,,,,,,10:00:00,11:00:00,,,,,
1726,Beulah Baptist Church,Love Park (JFK Blvd and N 15th St.),267-254-9325,Office of Homeless Services,19102,,General Meal Site,,Active,https://www.phila.gov/departments/office-of-homeless-services/,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:00,15:00,,,,,,,,,,
1727,Episcopal Community Service St. Barnabas Community Resource Center,6006 West Girard Ave,215-528-5400,SHARE FOOD PROGRAM,19151,,Food Site,,Active,https://www.sharefoodprogram.org/,,,,,,,,11:00:00,15:00:00,,,,11:00:00,15:00:00,,,,11:00:00,15:00:00,,,,11:00:00,15:00:00,,,,,,,,,,,,,,,
